fight_num,date,location,event,result_1,result_2,weight_class,fighter_1,fighter_2,method,round,time,time format,referee,details,kd_1,kd_2,kd_received_1,kd_received_2,sig_str_landed_1,sig_str_landed_2,sig_str_attempts_1,sig_str_attempts_2,sig_str_received_1,sig_str_received_2,sig_str_avoided_1,sig_str_avoided_2,sig_str_percent_1,sig_str_percent_2,str_landed_1,str_landed_2,str_attempts_1,str_attempts_2,str_received_1,str_received_2,str_avoided_1,str_avoided_2,str_percent_1,str_percent_2,td_landed_1,td_landed_2,td_attempts_1,td_attempts_2,td_received_1,td_received_2,td_avoided_1,td_avoided_2,td_percent_1,td_percent_2,sub_att_1,sub_att_2,rev_1,rev_2,ctrl_1,ctrl_2,sig_reg_mixture_1,sig_reg_percent_1,sig_reg_mixture_2,sig_reg_percent_2
168,"May 15, 1998","Mobile, Alabama, USA",UFC 17: Redemption,W,L,Heavyweight Bout,Mike van Arsdale,Joe Pardo,Submission,1,11:01,1 Rnd + OT (12-3),John McCarthy,Keylock From Side Control,0.0,0.0,0.0,0.0,27.0,4.0,72.0,11.0,4.0,27.0,7.0,45.0,37%,36%,48.0,10.0,94.0,17.0,10.0,48.0,7.0,46.0,0.5106382978723404,0.5882352941176471,1.0,0.0,1.0,5.0,0.0,1.0,5.0,0.0,100%,0%,1.0,1.0,0.0,0.0,--,--,0.7659574468085106,0.4518072289156626,0.6470588235294118,0.5
169,"May 15, 1998","Mobile, Alabama, USA",UFC 17: Redemption,W,L,Heavyweight Bout,David Abbott,Hugo Duarte,KO/TKO,1,0:43,1 Rnd + OT (12-3),John McCarthy,Punches to Head On Ground,0.0,0.0,0.0,0.0,11.0,0.0,16.0,0.0,0.0,11.0,0.0,5.0,68%,---,11.0,1.0,16.0,1.0,1.0,11.0,0.0,5.0,0.6875,1.0,0.0,1.0,0.0,3.0,1.0,0.0,2.0,0.0,---,33%,0.0,0.0,1.0,0.0,--,--,1.0,0.6875,0.0,1.0
170,"May 15, 1998","Mobile, Alabama, USA",UFC 17: Redemption,W,L,UFC 17 Middleweight Tournament Title Bout,Dan Henderson,Carlos Newton,Decision - Split,2,3:00,1 Rnd + OT (12-3),John McCarthy,,0.0,2.0,2.0,0.0,28.0,20.0,42.0,32.0,20.0,28.0,12.0,14.0,66%,62%,65.0,30.0,80.0,43.0,30.0,65.0,13.0,15.0,0.8125,0.6976744186046512,3.0,2.0,3.0,3.0,2.0,3.0,1.0,0.0,100%,66%,0.0,1.0,0.0,0.0,--,--,0.525,0.7622950819672131,0.7441860465116279,0.6666666666666666
171,"May 15, 1998","Mobile, Alabama, USA",UFC 17: Redemption,W,L,Heavyweight Bout,Pete Williams,Mark Coleman,KO/TKO,2,0:38,1 Rnd + OT (12-3),John McCarthy,Kick to Head At Distance,1.0,0.0,0.0,1.0,22.0,26.0,42.0,49.0,26.0,22.0,23.0,20.0,52%,53%,36.0,54.0,56.0,79.0,54.0,36.0,25.0,20.0,0.6428571428571429,0.6835443037974683,0.0,3.0,0.0,8.0,3.0,0.0,5.0,0.0,---,37%,1.0,0.0,0.0,0.0,--,--,0.75,0.5918367346938775,0.620253164556962,0.625
172,"May 15, 1998","Mobile, Alabama, USA",UFC 17: Redemption,W,L,UFC Light Heavyweight Title Bout,Frank Shamrock,Jeremy Horn,Submission,2,1:28,1 Rnd + 2OT (15-3-3),John McCarthy,Kneebar From Bottom Back Control,0.0,0.0,0.0,0.0,20.0,14.0,28.0,25.0,14.0,20.0,11.0,8.0,71%,56%,121.0,45.0,129.0,58.0,45.0,121.0,13.0,8.0,0.937984496124031,0.7758620689655172,0.0,5.0,0.0,10.0,5.0,0.0,5.0,0.0,---,50%,3.0,0.0,2.0,0.0,--,--,0.2170542635658914,0.8980891719745223,0.4310344827586206,0.7108433734939759
173,"October 16, 1998","Sao Paulo, Brazil",UFC - Ultimate Brazil,W,L,Lightweight Bout,Cesar Marscucci,Paulo Santos,KO/TKO,1,10:27,1 Rnd + OT (12-3),John McCarthy,to,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,"October 16, 1998","Sao Paulo, Brazil",UFC - Ultimate Brazil,W,L,Middleweight Bout,Tulio Palhares,Adriano Santos,KO/TKO,1,9:00,1 Rnd + OT (12-3),John McCarthy,Punches to Head From Mount,0.0,0.0,0.0,0.0,31.0,11.0,44.0,36.0,11.0,31.0,25.0,13.0,70%,30%,53.0,21.0,66.0,47.0,21.0,53.0,26.0,13.0,0.803030303030303,0.4468085106382978,4.0,2.0,4.0,3.0,2.0,4.0,1.0,0.0,100%,66%,0.0,0.0,0.0,1.0,--,--,0.6666666666666666,0.7636363636363637,0.7659574468085106,0.3855421686746988
175,"October 16, 1998","Sao Paulo, Brazil",UFC - Ultimate Brazil,W,L,Middleweight Bout,Ebenezer Fontes Braga,Jeremy Horn,Submission,1,3:27,1 Rnd + OT (12-3),John McCarthy,Guillotine Choke Standing,0.0,0.0,0.0,0.0,9.0,3.0,16.0,5.0,3.0,9.0,2.0,7.0,56%,60%,17.0,11.0,26.0,13.0,11.0,17.0,2.0,9.0,0.6538461538461539,0.8461538461538461,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,100%,---,1.0,0.0,0.0,0.0,--,--,0.6153846153846154,0.6190476190476191,0.3846153846153846,0.7777777777777778
176,"October 16, 1998","Sao Paulo, Brazil",UFC - Ultimate Brazil,W,L,Heavyweight Bout,Tsuyoshi Kohsaka,Pete Williams,Decision - Unanimous,2,3:00,1 Rnd + OT (12-3),John McCarthy,,0.0,0.0,0.0,0.0,14.0,13.0,40.0,67.0,13.0,14.0,54.0,26.0,35%,19%,30.0,15.0,59.0,70.0,15.0,30.0,55.0,29.0,0.5084745762711864,0.2142857142857142,3.0,0.0,5.0,0.0,0.0,3.0,0.0,2.0,60%,---,5.0,0.0,1.0,0.0,--,--,0.6779661016949152,0.4444444444444444,0.9571428571428572,0.2043795620437956
177,"October 16, 1998","Sao Paulo, Brazil",UFC - Ultimate Brazil,W,L,UFC Welterweight Title Bout,Pat Miletich,Mikey Burnett,Decision - Split,3,3:00,1 Rnd + 2OT (15-3-3),John McCarthy,,0.0,0.0,0.0,0.0,19.0,24.0,34.0,43.0,24.0,19.0,19.0,15.0,55%,55%,95.0,145.0,111.0,173.0,145.0,95.0,28.0,16.0,0.8558558558558559,0.838150289017341,1.0,2.0,9.0,2.0,2.0,1.0,0.0,8.0,11%,100%,0.0,2.0,0.0,1.0,--,--,0.3063063063063063,0.7862068965517242,0.2485549132947976,0.7824074074074074
178,"October 16, 1998","Sao Paulo, Brazil",UFC - Ultimate Brazil,W,L,Heavyweight Bout,Pedro Rizzo,David Abbott,KO/TKO,1,8:07,1 Rnd + OT (12-3),John McCarthy,Punch to Head At Distance,2.0,0.0,0.0,2.0,24.0,16.0,35.0,48.0,16.0,24.0,32.0,11.0,68%,33%,49.0,31.0,63.0,69.0,31.0,49.0,38.0,14.0,0.7777777777777778,0.4492753623188406,0.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,---,50%,0.0,0.0,0.0,0.0,--,--,0.5555555555555556,0.7448979591836735,0.6956521739130435,0.4017094017094017
179,"October 16, 1998","Sao Paulo, Brazil",UFC - Ultimate Brazil,W,L,Middleweight Bout,Vitor Belfort,Wanderlei Silva,KO/TKO,1,0:44,1 Rnd + OT (12-3),John McCarthy,Punches to Head At Distance,1.0,0.0,0.0,1.0,7.0,1.0,13.0,2.0,1.0,7.0,1.0,6.0,53%,50%,7.0,1.0,13.0,2.0,1.0,7.0,1.0,6.0,0.5384615384615384,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,---,---,0.0,0.0,0.0,0.0,--,--,1.0,0.5384615384615384,1.0,0.5
180,"October 16, 1998","Sao Paulo, Brazil",UFC - Ultimate Brazil,W,L,UFC Light Heavyweight Title Bout,Frank Shamrock,John Lober,Submission,1,7:40,1 Rnd + 2OT (15-3-3),John McCarthy,Neck Crank From Guard,2.0,0.0,0.0,2.0,23.0,4.0,33.0,11.0,4.0,23.0,7.0,10.0,69%,36%,55.0,11.0,67.0,18.0,11.0,55.0,7.0,12.0,0.8208955223880597,0.6111111111111112,0.0,3.0,0.0,4.0,3.0,0.0,1.0,0.0,---,75%,4.0,1.0,2.0,0.0,--,--,0.4925373134328358,0.78,0.6111111111111112,0.5172413793103449
181,"January 08, 1999","New Orleans, Louisiana, USA",UFC 18: The Road to the Heavyweight Title,W,L,Lightweight Bout,Laverne Clark,Frank Caracci,KO/TKO,1,6:52,1 Rnd + OT (12-3),Tony Mullinax,Punches to Head From Guard Submission to Strikes,0.0,0.0,0.0,0.0,15.0,0.0,30.0,2.0,0.0,15.0,2.0,15.0,50%,0%,35.0,0.0,52.0,2.0,0.0,35.0,2.0,17.0,0.6730769230769231,0.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,100%,0%,0.0,1.0,0.0,0.0,--,--,0.5769230769230769,0.6097560975609756,1.0,0.0
182,"January 08, 1999","New Orleans, Louisiana, USA",UFC 18: The Road to the Heavyweight Title,W,L,Middleweight Bout,Evan Tanner,Darrel Gholar,Submission,1,7:57,1 Rnd + OT (12-3),John McCarthy,Rear Naked Choke,0.0,0.0,0.0,0.0,24.0,4.0,37.0,26.0,4.0,24.0,22.0,13.0,64%,15%,25.0,30.0,39.0,59.0,30.0,25.0,29.0,14.0,0.6410256410256411,0.5084745762711864,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,100%,100%,4.0,0.0,0.0,0.0,--,--,0.9487179487179488,0.6447368421052632,0.4406779661016949,0.4
183,"January 08, 1999","New Orleans, Louisiana, USA",UFC 18: The Road to the Heavyweight Title,W,L,Lightweight Bout,Mikey Burnett,Townsend Saunders,Decision - Unanimous,2,3:00,1 Rnd + OT (12-3),Tony Mullinax,,1.0,0.0,0.0,1.0,42.0,34.0,135.0,63.0,34.0,42.0,29.0,93.0,31%,53%,57.0,41.0,150.0,70.0,41.0,57.0,29.0,93.0,0.38,0.5857142857142857,0.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,---,0%,1.0,0.0,0.0,0.0,--,--,0.9,0.3473684210526316,0.9,0.5639097744360902
184,"January 08, 1999","New Orleans, Louisiana, USA",UFC 18: The Road to the Heavyweight Title,W,L,Middleweight Bout,Tito Ortiz,Jerry Bohlander,TKO - Doctor's Stoppage,2,2:31,1 Rnd + OT (12-3),John McCarthy,,0.0,0.0,0.0,0.0,37.0,9.0,76.0,25.0,9.0,37.0,16.0,39.0,48%,36%,59.0,39.0,100.0,55.0,39.0,59.0,16.0,41.0,0.59,0.7090909090909091,6.0,0.0,7.0,0.0,0.0,6.0,0.0,1.0,85%,---,0.0,0.0,0.0,0.0,--,--,0.76,0.5454545454545454,0.4545454545454545,0.6
185,"January 08, 1999","New Orleans, Louisiana, USA",UFC 18: The Road to the Heavyweight Title,W,L,Heavyweight Bout,Pedro Rizzo,Mark Coleman,Decision - Split,2,3:00,1 Rnd + OT (12-3),John McCarthy,,0.0,0.0,0.0,0.0,16.0,25.0,29.0,53.0,25.0,16.0,28.0,13.0,55%,47%,29.0,58.0,43.0,86.0,58.0,29.0,28.0,14.0,0.6744186046511628,0.6744186046511628,0.0,2.0,0.0,6.0,2.0,0.0,4.0,0.0,---,33%,0.0,0.0,0.0,0.0,--,--,0.6744186046511628,0.625,0.6162790697674418,0.5971223021582733
186,"January 08, 1999","New Orleans, Louisiana, USA",UFC 18: The Road to the Heavyweight Title,W,L,UFC Welterweight Title Bout,Pat Miletich,Jorge Patino,Decision - Unanimous,3,3:00,1 Rnd + 2OT (15-3-3),John McCarthy,,0.0,0.0,0.0,0.0,27.0,19.0,71.0,88.0,19.0,27.0,69.0,44.0,38%,21%,71.0,21.0,115.0,90.0,21.0,71.0,69.0,44.0,0.6173913043478261,0.2333333333333333,3.0,1.0,3.0,6.0,1.0,3.0,5.0,0.0,100%,16%,0.0,1.0,0.0,0.0,--,--,0.6173913043478261,0.5268817204301075,0.9777777777777776,0.2247191011235955
187,"January 08, 1999","New Orleans, Louisiana, USA",UFC 18: The Road to the Heavyweight Title,W,L,Heavyweight Bout,Bas Rutten,Tsuyoshi Kohsaka,KO/TKO,2,2:15,1 Rnd + OT (12-3),John McCarthy,Punches to Head At Distance,1.0,0.0,0.0,1.0,31.0,23.0,61.0,47.0,23.0,31.0,24.0,30.0,50%,48%,70.0,120.0,100.0,154.0,120.0,70.0,34.0,30.0,0.7,0.7792207792207793,0.0,3.0,0.0,9.0,3.0,0.0,6.0,0.0,---,33%,0.0,0.0,0.0,0.0,--,--,0.61,0.6273291925465838,0.3051948051948052,0.7114427860696517
188,"March 05, 1999","Bay St. Louis, Mississippi, USA",UFC 19: Ultimate Young Guns,W,L,Heavyweight Bout,Sione Latu,Joey Roberts,TKO - Doctor's Stoppage,1,10:01,1 Rnd + OT (12-3),Tony Mullinax,,0.0,0.0,0.0,0.0,9.0,17.0,19.0,42.0,17.0,9.0,25.0,10.0,47%,40%,14.0,33.0,26.0,60.0,33.0,14.0,27.0,12.0,0.5384615384615384,0.55,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,100%,50%,0.0,2.0,1.0,1.0,--,--,0.7307692307692307,0.5111111111111111,0.7,0.4901960784313725
189,"March 05, 1999","Bay St. Louis, Mississippi, USA",UFC 19: Ultimate Young Guns,W,L,Heavyweight Bout,Pete Williams,Jason Godsey,Submission,1,1:56,1 Rnd + OT (12-3),Tony Mullinax,Kneebar From Half Guard,0.0,0.0,0.0,0.0,3.0,2.0,7.0,7.0,2.0,3.0,5.0,4.0,42%,28%,10.0,9.0,14.0,16.0,9.0,10.0,7.0,4.0,0.7142857142857143,0.5625,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,100%,---,1.0,0.0,0.0,0.0,--,--,0.5,0.6190476190476191,0.4375,0.4782608695652174
190,"March 05, 1999","Bay St. Louis, Mississippi, USA",UFC 19: Ultimate Young Guns,W,L,Middleweight Bout,Evan Tanner,Valeri Ignatov,KO/TKO,1,2:58,1 Rnd + OT (12-3),John McCarthy,Elbows to Head From Mount,0.0,0.0,0.0,0.0,23.0,2.0,32.0,8.0,2.0,23.0,6.0,9.0,71%,25%,25.0,7.0,35.0,14.0,7.0,25.0,7.0,10.0,0.7142857142857143,0.5,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,100%,---,1.0,0.0,0.0,0.0,--,--,0.9142857142857144,0.7164179104477612,0.5714285714285714,0.4090909090909091
191,"March 05, 1999","Bay St. Louis, Mississippi, USA",UFC 19: Ultimate Young Guns,W,L,Heavyweight Bout,Kevin Randleman,Maurice Smith,Decision - Unanimous,2,3:00,1 Rnd + OT (12-3),John McCarthy,,0.0,0.0,0.0,0.0,17.0,9.0,49.0,16.0,9.0,17.0,7.0,32.0,34%,56%,39.0,14.0,77.0,21.0,14.0,39.0,7.0,38.0,0.5064935064935064,0.6666666666666666,4.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,100%,---,0.0,2.0,0.0,0.0,--,--,0.6363636363636364,0.4444444444444444,0.7619047619047619,0.6216216216216216
192,"March 05, 1999","Bay St. Louis, Mississippi, USA",UFC 19: Ultimate Young Guns,W,L,Middleweight Bout,Jeremy Horn,Chuck Liddell,Submission,1,12:00,1 Rnd + OT (12-3),John McCarthy,Arm Triangle From Half Guard Technical Submission,0.0,0.0,0.0,0.0,8.0,12.0,11.0,24.0,12.0,8.0,12.0,3.0,72%,50%,13.0,58.0,16.0,70.0,58.0,13.0,12.0,3.0,0.8125,0.8285714285714286,3.0,0.0,7.0,0.0,0.0,3.0,0.0,4.0,42%,---,3.0,0.0,0.0,1.0,--,--,0.6875,0.7777777777777778,0.3428571428571428,0.7446808510638298
193,"March 05, 1999","Bay St. Louis, Mississippi, USA",UFC 19: Ultimate Young Guns,W,L,Heavyweight Bout,Gary Goodridge,Andre Roberts,KO/TKO,1,0:43,1 Rnd + OT (12-3),John McCarthy,Punches to Head At Distance Submission to Strikes,0.0,0.0,0.0,0.0,8.0,2.0,14.0,3.0,2.0,8.0,1.0,6.0,57%,66%,8.0,2.0,14.0,3.0,2.0,8.0,1.0,6.0,0.5714285714285714,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,---,---,0.0,0.0,0.0,0.0,--,--,1.0,0.5714285714285714,1.0,0.6666666666666666
194,"March 05, 1999","Bay St. Louis, Mississippi, USA",UFC 19: Ultimate Young Guns,W,L,Middleweight Bout,Tito Ortiz,Guy Mezger,KO/TKO,1,9:56,1 Rnd + OT (12-3),John McCarthy,Punches to Head On Ground,0.0,0.0,0.0,0.0,26.0,2.0,42.0,4.0,2.0,26.0,2.0,16.0,61%,50%,92.0,9.0,111.0,11.0,9.0,92.0,2.0,19.0,0.8288288288288288,0.8181818181818182,2.0,0.0,5.0,0.0,0.0,2.0,0.0,3.0,40%,---,0.0,3.0,0.0,0.0,--,--,0.3783783783783784,0.7712418300653595,0.3636363636363636,0.7333333333333333
195,"May 07, 1999","Birmingham, Alabama, USA",UFC 20: Battle for the Gold,W,L,Heavyweight Bout,Ron Waterman,Chris Condo,KO/TKO,1,0:28,1 Rnd + OT (12-3),John McCarthy,Punches to Head From Half Guard,0.0,0.0,0.0,0.0,6.0,0.0,8.0,2.0,0.0,6.0,2.0,2.0,75%,0%,12.0,1.0,14.0,3.0,1.0,12.0,2.0,2.0,0.8571428571428571,0.3333333333333333,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,100%,---,0.0,0.0,0.0,0.0,--,--,0.5714285714285714,0.8181818181818182,0.6666666666666666,0.2
196,"May 07, 1999","Birmingham, Alabama, USA",UFC 20: Battle for the Gold,W,L,Lightweight Bout,Laverne Clark,Fabiano Iha,TKO - Doctor's Stoppage,1,1:21,1 Rnd + OT (12-3),Mario Yamasaki,,1.0,0.0,0.0,1.0,6.0,0.0,6.0,3.0,0.0,6.0,3.0,0.0,100%,0%,6.0,0.0,6.0,3.0,0.0,6.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,---,---,0.0,2.0,0.0,0.0,--,--,1.0,1.0,1.0,0.0
197,"May 07, 1999","Birmingham, Alabama, USA",UFC 20: Battle for the Gold,W,L,Lightweight Bout,Marcelo Mello,David Roberts,KO/TKO,1,1:23,1 Rnd + OT (12-3),John McCarthy,Elbows to Head From Back Control,0.0,0.0,0.0,0.0,7.0,0.0,13.0,3.0,0.0,7.0,3.0,6.0,53%,0%,9.0,0.0,15.0,3.0,0.0,9.0,3.0,6.0,0.6,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,50%,---,0.0,0.0,0.0,0.0,--,--,0.8666666666666667,0.5714285714285714,1.0,0.0
198,"May 07, 1999","Birmingham, Alabama, USA",UFC 20: Battle for the Gold,W,L,Middleweight Bout,Wanderlei Silva,Tony Petarra,KO/TKO,1,2:53,1 Rnd + OT (12-3),Mario Yamasaki,Knees to Head In Clinch,1.0,0.0,0.0,1.0,25.0,4.0,32.0,5.0,4.0,25.0,1.0,7.0,78%,80%,32.0,6.0,39.0,7.0,6.0,32.0,1.0,7.0,0.8205128205128205,0.8571428571428571,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,---,0%,0.0,0.0,0.0,0.0,--,--,0.8205128205128205,0.8028169014084507,0.7142857142857143,0.8333333333333334
199,"May 07, 1999","Birmingham, Alabama, USA",UFC 20: Battle for the Gold,W,L,Heavyweight Bout,Pete Williams,Travis Fulton,Submission,1,6:28,1 Rnd + OT (12-3),John McCarthy,Armbar From Bottom Guard,0.0,0.0,0.0,0.0,15.0,6.0,27.0,22.0,6.0,15.0,16.0,12.0,55%,27%,22.0,18.0,34.0,34.0,18.0,22.0,16.0,12.0,0.6470588235294118,0.5294117647058824,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,---,0%,2.0,0.0,0.0,0.0,--,--,0.7941176470588235,0.6065573770491803,0.6470588235294118,0.4285714285714285
200,"May 07, 1999","Birmingham, Alabama, USA",UFC 20: Battle for the Gold,W,L,Heavyweight Bout,Pedro Rizzo,Tra Telligman,KO/TKO,1,4:30,1 Rnd + OT (12-3),John McCarthy,Punch to Head At Distance,1.0,0.0,0.0,1.0,9.0,16.0,43.0,46.0,16.0,9.0,30.0,34.0,20%,34%,9.0,16.0,43.0,46.0,16.0,9.0,30.0,34.0,0.2093023255813953,0.3478260869565217,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,---,0%,0.0,0.0,0.0,0.0,--,--,1.0,0.2093023255813953,1.0,0.3478260869565217
201,"May 07, 1999","Birmingham, Alabama, USA",UFC 20: Battle for the Gold,W,L,UFC Heavyweight Title Bout,Bas Rutten,Kevin Randleman,Decision - Split,3,3:00,1 Rnd + 2OT (15-3-3),John McCarthy,,0.0,0.0,0.0,0.0,18.0,20.0,29.0,61.0,20.0,18.0,41.0,11.0,62%,32%,181.0,56.0,195.0,114.0,56.0,181.0,58.0,14.0,0.9282051282051282,0.4912280701754385,0.0,6.0,0.0,6.0,6.0,0.0,0.0,0.0,---,100%,1.0,0.0,0.0,0.0,--,--,0.1487179487179487,0.8883928571428571,0.5350877192982456,0.4342857142857143
202,"July 16, 1999","Cedar Rapids, Iowa, USA",UFC 21: Return of the Champions,W,L,Heavyweight Bout,Travis Fulton,David Dodd,Decision - Unanimous,2,5:00,2 Rnd (5-5),John McCarthy,,1.0,0.0,0.0,1.0,25.0,0.0,32.0,0.0,0.0,25.0,0.0,7.0,78%,---,47.0,1.0,65.0,6.0,1.0,47.0,5.0,18.0,0.7230769230769231,0.1666666666666666,1.0,0.0,2.0,5.0,0.0,1.0,5.0,1.0,50%,0%,0.0,0.0,0.0,0.0,7:41,1:37,0.4923076923076923,0.7422680412371134,0.0,0.1666666666666666
203,"July 16, 1999","Cedar Rapids, Iowa, USA",UFC 21: Return of the Champions,W,L,Heavyweight Bout,Andre Roberts,Ron Waterman,KO/TKO,1,2:51,2 Rnd (5-5),John McCarthy,Punch to Head At Distance,1.0,0.0,0.0,1.0,10.0,22.0,20.0,48.0,22.0,10.0,26.0,10.0,50%,45%,11.0,27.0,21.0,53.0,27.0,11.0,26.0,10.0,0.5238095238095238,0.5094339622641509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,---,---,0.0,0.0,0.0,0.0,0:28,0:28,0.9523809523809524,0.5121951219512195,0.9056603773584906,0.4851485148514851
204,"July 16, 1999","Cedar Rapids, Iowa, USA",UFC 21: Return of the Champions,W,L,Middleweight Bout,Eugene Jackson,Royce Alger,KO/TKO,2,1:19,3 Rnd (5-5-5),John McCarthy,Punch to Head At Distance,1.0,0.0,0.0,1.0,21.0,11.0,46.0,26.0,11.0,21.0,15.0,25.0,45%,42%,27.0,12.0,52.0,27.0,12.0,27.0,15.0,25.0,0.5192307692307693,0.4444444444444444,0.0,2.0,0.0,8.0,2.0,0.0,6.0,0.0,---,25%,1.0,0.0,0.0,0.0,0:20,2:34,0.8846153846153846,0.4897959183673469,0.9629629629629628,0.4339622641509434
205,"July 16, 1999","Cedar Rapids, Iowa, USA",UFC 21: Return of the Champions,W,L,Heavyweight Bout,Tsuyoshi Kohsaka,Tim Lajcik,KO/TKO,2,5:00,3 Rnd (5-5-5),John McCarthy,to Corner Stoppage,0.0,0.0,0.0,0.0,11.0,12.0,14.0,31.0,12.0,11.0,19.0,3.0,78%,38%,73.0,43.0,77.0,71.0,43.0,73.0,28.0,4.0,0.948051948051948,0.6056338028169014,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0%,---,3.0,0.0,1.0,0.0,1:15,7:00,0.1818181818181818,0.9230769230769232,0.4366197183098591,0.5392156862745098
206,"July 16, 1999","Cedar Rapids, Iowa, USA",UFC 21: Return of the Champions,W,L,Middleweight Bout,Paul Jones,Flavio Luiz Moura,Submission,1,4:20,3 Rnd (5-5-5),Mario Yamasaki,Rear Naked Choke,0.0,1.0,1.0,0.0,21.0,1.0,35.0,2.0,1.0,21.0,1.0,14.0,60%,50%,60.0,15.0,74.0,18.0,15.0,60.0,3.0,14.0,0.8108108108108109,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,---,---,2.0,0.0,1.0,0.0,3:57,0:14,0.4729729729729729,0.7431192660550459,0.1111111111111111,0.8
207,"July 16, 1999","Cedar Rapids, Iowa, USA",UFC 21: Return of the Champions,W,L,Middleweight Bout,Jeremy Horn,Daiju Takase,KO/TKO,1,4:41,3 Rnd (5-5-5),Mario Yamasaki,Elbows to Head From Mount,0.0,0.0,0.0,0.0,35.0,0.0,59.0,14.0,0.0,35.0,14.0,24.0,59%,0%,51.0,1.0,76.0,15.0,1.0,51.0,14.0,25.0,0.6710526315789473,0.0666666666666666,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,---,0%,0.0,0.0,0.0,0.0,2:57,0:00,0.7763157894736842,0.6370370370370371,0.9333333333333332,0.0344827586206896
208,"July 16, 1999","Cedar Rapids, Iowa, USA",UFC 21: Return of the Champions,W,L,UFC Welterweight Title Bout,Pat Miletich,Andre Pederneiras,TKO - Doctor's Stoppage,2,1:34,5 Rnd (5-5-5-5-5),John McCarthy,,0.0,0.0,0.0,0.0,13.0,10.0,42.0,19.0,10.0,13.0,9.0,29.0,30%,52%,25.0,17.0,54.0,26.0,17.0,25.0,9.0,29.0,0.4629629629629629,0.6538461538461539,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,---,0%,0.0,0.0,0.0,0.0,1:36,0:04,0.7777777777777778,0.3958333333333333,0.7307692307692307,0.6
209,"July 16, 1999","Cedar Rapids, Iowa, USA",UFC 21: Return of the Champions,W,L,Heavyweight Bout,Maurice Smith,Marco Ruas,KO/TKO,1,5:00,3 Rnd (5-5-5),John McCarthy,to Knee Injury,0.0,0.0,0.0,0.0,4.0,1.0,4.0,1.0,1.0,4.0,0.0,0.0,100%,100%,12.0,4.0,12.0,6.0,4.0,12.0,2.0,0.0,1.0,0.6666666666666666,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,---,100%,0.0,2.0,0.0,0.0,0:34,3:41,0.3333333333333333,1.0,0.1666666666666666,0.7142857142857143
210,"September 24, 1999","Lake Charles, Louisiana, USA",UFC 22: Only One Can be Champion,D,D,Lightweight Bout,Jens Pulver,Alfonso Alcarez,Decision - Majority,2,5:00,2 Rnd (5-5),,,0.0,0.0,0.0,0.0,48.0,34.0,81.0,62.0,34.0,48.0,28.0,33.0,59%,54%,69.0,69.0,105.0,101.0,69.0,69.0,32.0,36.0,0.6571428571428571,0.6831683168316832,0.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,0%,50%,1.0,0.0,0.0,0.0,6:43,2:07,0.7714285714285715,0.6290322580645161,0.6138613861386139,0.6319018404907976
211,"September 24, 1999","Lake Charles, Louisiana, USA",UFC 22: Only One Can be Champion,W,L,Middleweight Bout,John Lewis,Lowell Anderson,KO/TKO,3,0:13,3 Rnd (5-5-5),John McCarthy,to Corner Stoppage,0.0,0.0,0.0,0.0,20.0,9.0,61.0,33.0,9.0,20.0,24.0,41.0,32%,27%,34.0,17.0,77.0,41.0,17.0,34.0,24.0,43.0,0.4415584415584415,0.4146341463414634,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,100%,0%,0.0,0.0,0.0,0.0,3:20,0:03,0.7922077922077922,0.391304347826087,0.8048780487804879,0.3513513513513513
